item_id,name,category,location_id,quantity,unit,vendor,catalog_no,lot,received,expires,status,last_verified,verified_by,owner,source,photo_id,notes
itm-00237,"Misc. cables, computer mice, web cam, CDR, DVD, speakers, Mac Mini, external drives, backup HDD for OWL, smart switch, heat lamp",equipment,230-SH-X01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00238,"Assorted teas, tupperware, reusable shopping bags, extension cords",consumable,230-SH-X02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00239,Methylflash Global DNA Methylation (5-mC) ELISA Easy Kit (colorimetric) 4C,kit,209-FRIDGE-S01,,,,,,2018-09-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00240,Diluted Samples I.A.T,sample,209-FRIDGE-S01,,,,,,2020-11-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00241,MinElute Spin Columnns (50),other,209-FRIDGE-S01,,,,,,2013-07-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00242,Calcium Assay Kit,kit,209-FRIDGE-S01,,,,,,2020-11-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00243,ProFound c-Myc Tag IP/Co-IP Application Set,other,209-FRIDGE-S01,,,,,,2008-07-08,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00244,DNA C. gigas samples in snap cap tubes (blue tube rack),sample,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00245,DNA C. sikamea samples in snap cap tubes (green and red tube rack),sample,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00246,P5/P7 TRUSEQ in snap cap tubes (orange tube rack),sample,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00247,"Bag labeled ""Shelly"" with sample tubes",consumable,209-FRIDGE-S01,,,,,,2021-10-30,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00248,Flow Cell compatible with MinION and GridION,other,209-FRIDGE-S01,4,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00249,MethylMiner Methylated DNA enrichment kit (x5 boxes),kit,209-FRIDGE-S01,,,,,,2019-02-14,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00250,Rneasy MinElute Spin Columns (in plastic grocery bag),consumable,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00251,Coomassie Protein Assay Reagant,reagent,209-FRIDGE-S01,,,,,,2010-08,,unverified,2021-08-29,,,legacy-xlsx,,from FHL
itm-00252,Coomassie Protein Assay Reagant,reagent,209-FRIDGE-S01,,,,,,2009-01-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00253,Fisherbrand Regenerated Cellulose Tubular Membrane,other,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00254,BIO-RAD Protein Assay Dye Reagant Concentrate,reagent,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00255,Unknown samples in blue cap BD Falcon tubes,sample,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00256,"RNA samples (in white box labeled ""LOTTERMOS"")",sample,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00257,Colleen Burge Sea Star samples RNA,sample,209-FRIDGE-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00258,Rp cDNA Dave,sample,209-FRIDGE-S02,,,,,,2012-08-07,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00259,Oly larval cDNA Dave,sample,209-FRIDGE-S02,,,,,,2012-07-23,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00260,D3373-02 RNase A,enzyme,209-FRIDGE-S02,,,,,,2015-11-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00261,SYPRO Ruby Protein gel stain,reagent,209-FRIDGE-S02,,,,,,2007-12-05,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00262,"Quant-iT RNA Assay Kit, 100 Assays",kit,209-FRIDGE-S02,,,,,,2009-09-18,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00263,FastPlasmid Mini Lysis Solution,reagent,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00264,Scallop Mass Excized Libraries,sample,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00265,"Scallop Stages cDNA Libraries (Set A, Set B, Met A, Met B)",sample,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00266,"Bay Scallop D-Hinge Libraries (D1, D2, etc.)",sample,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00267,"Scallop gonad libraries (FR1+2, FR4)",sample,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00268,EpiTect Spin Columns with Collection Tubes (48) (For Bisulfite kit),kit,209-FRIDGE-S02,,,,,,2009-11-03,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00269,MICROBExpress Bacterial mRNA Purification,other,209-FRIDGE-S02,,,,,,2008-12-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00270,EpiTect Spin Columns with Collection Tubes (48),consumable,209-FRIDGE-S02,,,,,,2014-05-15,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00271,RiboMinus Eukaryote Kit for RNA-Seq,kit,209-FRIDGE-S02,,,,,,2009-10-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00272,Ni-NTA Magnetic Agarose Beads (6 x 1 ml),equipment,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00273,cDNA Synthesis Kit,kit,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00274,SOLiD ePCR Kit (box 3 of 3),kit,209-FRIDGE-S02,,,,,,2010-04-22,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00275,mRNA Catcher PLUS,other,209-FRIDGE-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00276,High Sensitivity DNA Reagants (For use with the Agilent Bioanalyzer System),reagent,209-FRIDGE-S02,,,,,,2020-11-14,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00277,MicroPoly(A)Purist,other,209-FRIDGE-S02,,,,,,2011-02-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00278,MQ Binding Beads,reagent,209-FRIDGE-S03,,,,,,2015-01-16,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00279,DIthiothreitol (DTT),other,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00280,Tris(2-carboxyethyl)phosphine hydrochloride,reagent,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00281,ZOOM Carrier Ampholytes 3-10,other,209-FRIDGE-S03,,,,,,2008-09-19,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00282,TRIzol LS Reagant (100 ml),reagent,209-FRIDGE-S03,,,,,,2018-12-18,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00283,CellLytic MT Mammalian Tissue Lysis/ Extraction Reagant + Protease Incubator Cocktail,sample,209-FRIDGE-S03,,,,,,2009-04-24,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00284,BAN-Phase Separation Reagant: 4-Bromoanisole,reagent,209-FRIDGE-S03,,,,,,2008-03-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00285,10X Wash Buffer (28 mL),reagent,209-FRIDGE-S03,,,,,,2017-04-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00286,5X Bind/Wash Buffer (5 ml),reagent,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00287,TRI Reagant,reagent,209-FRIDGE-S03,,,,,,2018-08-07,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00288,DIthiothreitol (DTT),other,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00289,Iodoacetamide,other,209-FRIDGE-S03,,,,,,2016-11-23,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00290,8-well Assay Strips,consumable,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00291,TRI Reagant Solution,reagent,209-FRIDGE-S03,,,,,,2016-09-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00292,invitrogen Qubit 1X dsDNA HS Assay Kit,kit,209-FRIDGE-S03,,,,,,2018-04-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00293,"invitrogen Qubit dsDNA BR Assay Kit, 100 Assays",kit,209-FRIDGE-S03,,,,,,2017-05-05,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00294,EpiGentek Developer Solution,reagent,209-FRIDGE-S03,,,,,,2017-04-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00295,EpiGentek Developer Solution,reagent,209-FRIDGE-S03,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00296,invitrogen Low-Salt Elution Buffer (50 ml),reagent,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00297,Glocogen from oyster,other,209-FRIDGE-S03,,,,,,2013-10-07,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00298,Polyacryl Carrier,other,209-FRIDGE-S03,,,,,,2008-07-21,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00299,Fisher BioReagants Phenol/Chloroform/isoamyl Alcohol pH 6.7 +/- 0.2 (100 ml),reagent,209-FRIDGE-S03,,,,,,2009-06-15,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00300,TRI Reagant (in foil-wrapped tube),consumable,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00301,10X Wash Buffer (14 ml),reagent,209-FRIDGE-S03,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00302,Agencourt Ampure XP,other,209-FRIDGE-S03,,,,,,2015-07-16,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00303,invitrogen TRI Reagant Solution (n silver bag),consumable,209-FRIDGE-S03,,,,,,2016-09-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00304,RNase-Free DNase Set (1500 Kunitz units),enzyme,209-FRIDGE-S03,,,,,,2017-06-29,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00305,RNAzol RT - expired!?,reagent,209-FRIDGE-S03,,,,,,2016-11-14,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00306,AMPure XP (Dungeness Crab Only),other,209-FRIDGE-S03,,,,,,2020-08-03,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00307,"Copper (II) nitrate hydrate, 99.999%",other,209-FRIDGE-S03,,,,,,2010-02-18,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00308,"Shellfish Diet - expired!? typically only good for 6 months, cannot be frozen",other,209-FRIDGE-S03,,,,,,2018-12-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00309,Buffer P1 Resuspension buffer (20ml),reagent,209-FRIDGE-S03,,,,,,2013-08-19,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00310,"Qubit RNA HS Assay Kit, 500 assays",kit,209-FRIDGE-S03,,,,,,2019-03-19,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00311,"Qubit RNA HS Assay Kit, 500 assays",kit,209-FRIDGE-S03,,,,,,2013-09-01,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00312,"Qubit RNA HS Assay Kit, 500 assays",kit,209-FRIDGE-S03,,,,,,2019-04-12,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00313,MethylMiner Methylated DNA enrichment kit (x5 boxes in yellow bag),kit,209-FRIDGE-S03,,,,,,2020-12-18,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00314,MethylMiner Methylated DNA enrichment kit (x2 boxes in CRAB ONLY yellow bag),kit,209-FRIDGE-S03,,,,,,2020-02-21,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00315,MethylMiner Methylated DNA enrichment kit (x8 boxes in clear bag),kit,209-FRIDGE-S03,,,,,,2020-12-11,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00316,RNase-Free DNase Set (1500 Kunitz units),enzyme,209-FRIDGE-S03,,,,,,2020-11-06,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00317,"Purification Module with Magnetic Beads, 200 rxn",equipment,209-FRIDGE-S03,,,,,,2019-08-09,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00318,MethylMiner Methylated DNA enrichment kit,kit,209-FRIDGE-S03,,,,,,2020-10-28,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00319,PAXgene RNA MinElute Spin Columns (x5 sheets),consumable,209-FRIDGE-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00320,TruSeq Stranded mRNA HT Kit,kit,209-FRIDGE-S03,,,,,,2016-08-24,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00321,April 2019 Salmon Skin samples from Christian Strigg,sample,209-FRIDGE-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00322,Stress Exp Gel Bands,other,209-FRIDGE-S04,,,,,,2010-06-01,,unverified,2021-08-29,,JH,legacy-xlsx,,
itm-00323,RNAzol RT - expired!?,reagent,209-FRIDGE-S04,,,,,,2017-11-30,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00324,4x Solubilization buffer (pH 7.9),reagent,209-FRIDGE-S04,,,,,,2008-10-29,,unverified,2021-08-29,,SJW,legacy-xlsx,,
itm-00325,Formamide (500 ml),other,209-FRIDGE-S04,,,,,,2007-02-01,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00326,Phenol: Chloroform Saturated Solution + Buffer (pH ~8.0),reagent,209-FRIDGE-S04,,,,,,2008-03-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00327,Dulbecco's Modified Eagle's Medium/Nutrient Mixture F-12 Ham,media,209-FRIDGE-S04,,,,,,2007-12-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00328,Phenol loose crystals,other,209-FRIDGE-S04,,,,,,2013-10-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00329,Diethyl pyrocarbonate approx. 97% NMR,other,209-FRIDGE-S04,,,,,,2008-07-18,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00330,RNAzol RT - expired!?,reagent,209-FRIDGE-S04,,,,,,2015-05-06,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00331,"RNAzol RT (x3, 100 ml bottles)",glassware,209-FRIDGE-S04,,,,,,2021-09-03,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00332,Ethidium Bromide (10 mg/mL),other,209-FRIDGE-S04,,,,,,2007-08-17,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00333,"Phenol: Chloroform, pH 6.7/8/0",other,209-FRIDGE-S04,,,,,,2007-07-31,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00334,Jay - Coral samples,sample,209-FRIDGE-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00335,Hydrogen Peroxide,other,209-FRIDGE-S04,,,,,,2008-08-19,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00336,C. gigas tissue in ethanol (Yaamini V.),sample,209-FRIDGE-S04,,,,,,2017-02-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00337,Olympia oyster tissue in ethanol (Laura Spencer),sample,209-FRIDGE-S04,,,,,,2017-02-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00338,Manchester Sampling,other,209-FRIDGE-S04,,,,,,2017-02-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00339,17x-Ethynylestradiol,other,209-FRIDGE-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00340,"invitrogen Qubit dsDNA BR Assay Kit, 100 Assays",kit,209-FRIDGE-S04,,,,,,2017-11-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00341,"molecular probes Qubit RNA HS Assay Kit, 100 Assays",kit,209-FRIDGE-S04,,,,,,2015-11-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00342,"molecular probes Qubit Protein Assay Kit, 100 Assays",kit,209-FRIDGE-S04,,,,,,2015-11-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00343,"tubes in purple tube rack (labeled DH, HT, MG1, MG2, TF)",consumable,209-FRIDGE-S04,,,,,,2015-10-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00344,SEI buffer - 500mL SJW,reagent,209-FRIDGE-S04,,,,,,2024-03-12,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00345,Epiquick Medip Ultra,other,209-FRIDGE-S05,,,,,,2019-01-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00346,M. Clark's samples,sample,209-FRIDGE-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00347,RNAzol RT - expired!?,reagent,209-FRIDGE-S05,,,,,,2015-11-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00348,Oly histology cassettes,consumable,209-FRIDGE-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00349,PAxgene DNA Mini Spin Columns,consumable,209-FRIDGE-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00350,Trichloroacetic acid,reagent,209-FRIDGE-S05,,,,,,2016-07-07,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00351,RiboPure,other,209-FRIDGE-S05,,,,,,,,unverified,2021-08-29,,Blood,legacy-xlsx,,
itm-00352,Unknown samples in blue cap BD Falcon tubes,sample,209-FRIDGE-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00353,"TRI Reagant in foil-wrapped tube, PicoBlue immunoscreening kit, LumiGLO Chemiluminescent Substrate A, LumiGLO Chemiluminescent Substrate B, ImmunoPure Immobilized Protein A , Electrophoresis Purity Reagant, horseradish peroxidase antibodies from donkey, Chitin beads, SC Spin Columns 2/pack, Piperazine Diacrylamide, ProBond Resin (12 mL)",kit,209-FRIDGE-S05,2,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,"Very likely all expired; In cardboard box labeled ""HOLD"""
itm-00354,SEI buffer - 1L,reagent,209-FRIDGE-S05,,,,,,2021-09-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00355,mngeorge@uw.edu,other,209-FRIDGE-S05,,,,,,2021-09-13,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00356,MSTN Virus samples,sample,209-FRIDGE-DOOR-SHELF-1,,,,,,2006,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00357,poly(I:C),other,209-FRIDGE-DOOR-SHELF-1,,,,,,2026-06-02,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00358,Stratagene,other,209-FRIDGE-DOOR-SHELF-1,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00359,Coomassie (foil wrapped tube),consumable,209-FRIDGE-DOOR-SHELF-1,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00360,Sterile sea water,reagent,209-FRIDGE-DOOR-SHELF-1,,,,,,2008-07-16,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00361,Buffer P1 Resuspension Buffer,reagent,209-FRIDGE-DOOR-SHELF-1,,,,,,2011-04-04,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00362,Buffer P1 Resuspension Buffer,reagent,209-FRIDGE-DOOR-SHELF-1,,,,,,2012-07-23,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00363,Full Velocity SYBR Green Mix (foil wrapped tube),consumable,209-FRIDGE-DOOR-SHELF-1,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00364,10% Chelex,other,209-FRIDGE-DOOR-SHELF-1,,,,,,2015-02-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00365,10 mM Mg SO4*7H2,other,209-FRIDGE-DOOR-SHELF-1,,,,,,2008-05-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00366,Serotonin hydrochloride,other,209-FRIDGE-DOOR-SHELF-1,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00367,"Serotonin creatinine sulfate monohydrate, 99%",other,209-FRIDGE-DOOR-SHELF-1,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00368,1 M MgSO4*7H2O sterile filtered,other,209-FRIDGE-DOOR-SHELF-1,,,,,,2008-05-08,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00369,Jake's PCR product,other,209-FRIDGE-DOOR-SHELF-1,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00370,"NuPage 10 mL bottles (LDS sample buffer, Sample reducing agent, TBE-Urea sample buffer, antioxidant)",sample,209-FRIDGE-DOOR-SHELF-2,,,,,,2008,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00371,"Benzamidine hydrochloride hydrate, minimum 98%",other,209-FRIDGE-DOOR-SHELF-2,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00372,10x DNA Loading buffer,reagent,209-FRIDGE-DOOR-SHELF-2,,,,,,2008-11-26,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00373,Iodine + Potassium Iodide solution gylocgen assay,reagent,209-FRIDGE-DOOR-SHELF-2,,,,,,2013-12-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00374,Saturated calcium chloride + iodine | potassium iodide glycogen assay,reagent,209-FRIDGE-DOOR-SHELF-2,,,,,,2013-12-10,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00375,Histo blocks: oyster gonad (LS),other,209-FRIDGE-DOOR-SHELF-2,,,,,,2018-06-22,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00376,PAX gene DNA Mini Spin Columns (x4 sheets),consumable,209-FRIDGE-DOOR-SHELF-2,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00377,2x Sso Fast Aliquots,sample,209-FRIDGE-DOOR-SHELF-3,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00378,"Protein - Antibodies, ladder, reducing agent, samples",antibody,209-FRIDGE-DOOR-SHELF-3,,,,,,2005-06-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00379,"Gel loading supplies (ladders, loading dyes, etc.)",reagent,209-FRIDGE-DOOR-SHELF-3,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00380,Ethidium Bromide,other,209-FRIDGE-DOOR-SHELF-3,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00381,0.2 mM filtered seawater,other,209-FRIDGE-DOOR-SHELF-4,,,,,,2012-05-14,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00382,NZY Broth,media,209-FRIDGE-DOOR-SHELF-4,,,,,,2008-05-18,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00383,C. bairdi DNA in Zymo-Spin IC-XM Column from Zymo Quick Prep,consumable,209-FRIDGE-DOOR-SHELF-4,,,,,,2020-01-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00384,Ice pack,other,209-FRIDGE-DOOR-SHELF-4,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00385,Unknown samples in blue cap BD Falcon tubes,sample,209-FRIDGE-DOOR-SHELF-5,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00386,Benchtop Protectors,consumable,209-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00387,Sterile TechniSat wipes,consumable,209-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00388,15 mL tube storage boxes,consumable,209-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00389,Variety of tube storage boxes,consumable,209-SHELF-S02,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00390,"Microcentrifuge tubes, conical screw top tubes, screw caps, assorted microtubes",equipment,209-SHELF-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00391,Aluminum foil,consumable,209-SHELF-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00392,Plastic wrap,consumable,209-SHELF-S03,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00393,Conical centrifuge tubes,equipment,209-SHELF-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00394,Glass tubes,consumable,209-SHELF-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00395,Cylindrical sponges,other,209-SHELF-S04,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00396,1.7 mL syringes,consumable,209-SHELF-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00397,10 mL syringes,consumable,209-SHELF-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00398,20 mL syringes,consumable,209-SHELF-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00399,Tissue culture plates,consumable,209-SHELF-S05,3,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00400,100 x 15 mm petri dishes,glassware,209-SHELF-S05,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00401,UV lightbulb,equipment,213-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00402,Sterile filter units,consumable,213-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00403,Storage containers (empty),consumable,213-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,In cardboard box
itm-00404,ZR-Duet DNA/RNA microprep,kit,213-SHELF-S01,,,,,,2020-12-01,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00405,ZR-Duet DNA/RNA microprep,kit,213-SHELF-S01,,,,,,2020-12-19,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00406,Extra zymo-spin columns,consumable,213-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,In ZR-Duet DNA/RNA microprep box at the back
itm-00407,Plastic containers with lids,consumable,213-SHELF-S01,,,,,,,,unverified,2021-08-29,,,legacy-xlsx,,Resemble large to-go salad dressing containers
itm-00408,DNeasy Powersoil kit (50),kit,213-SHELF-S02,,,,,,2019-01-20,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00409,EpiTect Bisulfite Kit (48),kit,213-SHELF-S02,,,,,,2014-05-15,,unverified,2021-08-29,,,legacy-xlsx,,"MinElute DNA spin columns, Buffer BD, and DNA Protect Buffer at 2-8°C"
itm-00410,DNeasy blood & tissue kit (50),kit,213-SHELF-S02,,,,,,2016-08-15,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00411,EZ DNA methylation-Gold kit (50),kit,213-SHELF-S02,,,,,,2010-08-15,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00412,MehylFlash global DNA methylation ELISA Easy Kit,kit,213-SHELF-S02,,,,,,2018-09-27,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00413,MehylFlash global DNA methylation ELISA Easy Kit,kit,213-SHELF-S02,,,,,,2019-02-05,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00414,EpiQuik MeDIP Ultra kit,kit,213-SHELF-S02,,,,,,2019-01-25,,unverified,2021-08-29,,,legacy-xlsx,,
itm-00415,MethylFlash methylated DNA quantification kit,kit,213-SHELF-S02,,,,,,2014-11-04,,unverified,2021-08-29,,,legacy-xlsx,,"Developer and 10x Wash Buffer @ 4˚C; Control DNA, Antibody, and Enhancer @ -20˚C"
